最速下降法:
第1次迭代：f(x_i)=7.711096854858360e-01, x_1=1.612591019188414e-01,x_2=0.000000000000000e+00
第1808次迭代：f(x_i)=1.294486078599730e-03, x_1=9.640240281073279e-01,x_2=9.292959021005467e-01
第1809次迭代：f(x_i)=1.291984861737509e-03, x_1=9.641140064300266e-01,x_2=9.293113589089586e-01
第1810次迭代：f(x_i)=1.289492234930698e-03, x_1=9.640935240038482e-01,x_2=9.294297165385768e-01
第1811次迭代：f(x_i)=1.287004803369973e-03, x_1=9.641832988873047e-01,x_2=9.294452593010737e-01
第1812次迭代：f(x_i)=1.284525191687943e-03, x_1=9.641627681333337e-01,x_2=9.295631525750443e-01
第1813次迭代：f(x_i)=1.282050148965970e-03, x_1=9.642522556721779e-01,x_2=9.295787234813346e-01
第1814次迭代：f(x_i)=1.279578805710876e-03, x_1=9.642318187573284e-01,x_2=9.296965227500986e-01
第1815次迭代：f(x_i)=1.277112143133386e-03, x_1=9.643212110637164e-01,x_2=9.297120225146213e-01
第1816次迭代：f(x_i)=1.274652977254568e-03, x_1=9.643007607892973e-01,x_2=9.298293421291285e-01
第1817次迭代：f(x_i)=1.272199298706430e-03, x_1=9.643898325599664e-01,x_2=9.298448877736752e-01
第1818次迭代：f(x_i)=1.269747610334380e-03, x_1=9.643694908770449e-01,x_2=9.299622083503190e-01
第1819次迭代：f(x_i)=1.267300965530225e-03, x_1=9.644583841519132e-01,x_2=9.299776258435205e-01
第1820次迭代：f(x_i)=1.264856738108192e-03, x_1=9.644381503919249e-01,x_2=9.300949469574039e-01
第1821次迭代：f(x_i)=1.262417099718695e-03, x_1=9.645270105015827e-01,x_2=9.301102620336963e-01
第1822次迭代：f(x_i)=1.259986192203885e-03, x_1=9.645067337953638e-01,x_2=9.302269527857195e-01
第1823次迭代：f(x_i)=1.257561392068172e-03, x_1=9.645953235120489e-01,x_2=9.302423889194646e-01
第1824次迭代：f(x_i)=1.255141707335849e-03, x_1=9.645750376198994e-01,x_2=9.303587703426827e-01
第1825次迭代：f(x_i)=1.252727162067443e-03, x_1=9.646634321148141e-01,x_2=9.303741885033137e-01
第1826次迭代：f(x_i)=1.250317311401740e-03, x_1=9.646431831772154e-01,x_2=9.304903389131992e-01
第1827次迭代：f(x_i)=1.247912358340604e-03, x_1=9.647314132440072e-01,x_2=9.305057234182034e-01
第1828次迭代：f(x_i)=1.245512911951602e-03, x_1=9.647111833082057e-01,x_2=9.306215880891910e-01
第1829次迭代：f(x_i)=1.243118133151421e-03, x_1=9.647992185002435e-01,x_2=9.306369549771774e-01
第1830次迭代：f(x_i)=1.240728417215996e-03, x_1=9.647790260755660e-01,x_2=9.307525894825986e-01
第1831次迭代：f(x_i)=1.238343158782382e-03, x_1=9.648668969212568e-01,x_2=9.307679232090783e-01
第1832次迭代：f(x_i)=1.235963735014909e-03, x_1=9.648467313448533e-01,x_2=9.308832326126166e-01
第1833次迭代：f(x_i)=1.233589277263888e-03, x_1=9.649343725858932e-01,x_2=9.308985672400215e-01
第1834次迭代：f(x_i)=1.231218774697245e-03, x_1=9.649142607814882e-01,x_2=9.310137400285849e-01
第1835次迭代：f(x_i)=1.228852550764317e-03, x_1=9.650017981496493e-01,x_2=9.310290107116509e-01
第1836次迭代：f(x_i)=1.226493443775397e-03, x_1=9.649816853248212e-01,x_2=9.311437094506990e-01
第1837次迭代：f(x_i)=1.224139863459155e-03, x_1=9.650688973505531e-01,x_2=9.311590311345199e-01
第1838次迭代：f(x_i)=1.221787649138873e-03, x_1=9.650488910904133e-01,x_2=9.312737951970113e-01
第1839次迭代：f(x_i)=1.219439832152256e-03, x_1=9.651359766633180e-01,x_2=9.312889664494877e-01
第1840次迭代：f(x_i)=1.217095715419094e-03, x_1=9.651160595381969e-01,x_2=9.314035756506334e-01
第1841次迭代：f(x_i)=1.214756759015490e-03, x_1=9.652030057295816e-01,x_2=9.314187021987627e-01
第1842次迭代：f(x_i)=1.212423194942365e-03, x_1=9.651830919745430e-01,x_2=9.315330016404559e-01
第1843次迭代：f(x_i)=1.210094359503807e-03, x_1=9.652698343820112e-01,x_2=9.315481170899614e-01
第1844次迭代：f(x_i)=1.207769998253930e-03, x_1=9.652499697494232e-01,x_2=9.316621834836664e-01
第1845次迭代：f(x_i)=1.205450651774063e-03, x_1=9.653365381024620e-01,x_2=9.316772727053565e-01
第1846次迭代：f(x_i)=1.203136036708767e-03, x_1=9.653166933272966e-01,x_2=9.317911216292946e-01
第1847次迭代：f(x_i)=1.200825556517753e-03, x_1=9.654031171120122e-01,x_2=9.318061696223643e-01
第1848次迭代：f(x_i)=1.198521221033458e-03, x_1=9.653832943538644e-01,x_2=9.319196378945430e-01
第1849次迭代：f(x_i)=1.196222051312913e-03, x_1=9.654694491755950e-01,x_2=9.319347093055278e-01
第1850次迭代：f(x_i)=1.193925462637615e-03, x_1=9.654497109005838e-01,x_2=9.320480903343111e-01
第1851次迭代：f(x_i)=1.191633930379798e-03, x_1=9.655357796394394e-01,x_2=9.320630907685663e-01
第1852次迭代：f(x_i)=1.189348677967452e-03, x_1=9.655160056562440e-01,x_2=9.321761225175975e-01
第1853次迭代：f(x_i)=1.187067217834715e-03, x_1=9.656018640793518e-01,x_2=9.321911165317230e-01
第1854次迭代：f(x_i)=1.184790779528938e-03, x_1=9.655821479233020e-01,x_2=9.323039135136615e-01
第1855次迭代：f(x_i)=1.182518778694868e-03, x_1=9.656678251589288e-01,x_2=9.323188862905379e-01
第1856次迭代：f(x_i)=1.180251680196106e-03, x_1=9.656481381656297e-01,x_2=9.324314637615223e-01
第1857次迭代：f(x_i)=1.177988535353889e-03, x_1=9.657336630914932e-01,x_2=9.324464006159892e-01
第1858次迭代：f(x_i)=1.175731293300912e-03, x_1=9.657140078527484e-01,x_2=9.325585965726673e-01
第1859次迭代：f(x_i)=1.173479407007647e-03, x_1=9.657992565788103e-01,x_2=9.325735618635789e-01
第1860次迭代：f(x_i)=1.171229530272162e-03, x_1=9.657796765728475e-01,x_2=9.326857748464642e-01
第1861次迭代：f(x_i)=1.168983489080888e-03, x_1=9.658649230619614e-01,x_2=9.327006270844008e-01
第1862次迭代：f(x_i)=1.166746303032837e-03, x_1=9.658452753997712e-01,x_2=9.328122528949335e-01
第1863次迭代：f(x_i)=1.164513300914883e-03, x_1=9.659302898863306e-01,x_2=9.328272075923433e-01
第1864次迭代：f(x_i)=1.162286825230244e-03, x_1=9.659106411707215e-01,x_2=9.329383734118939e-01
第1865次迭代：f(x_i)=1.160065714793452e-03, x_1=9.659953389507281e-01,x_2=9.329533781986598e-01
第1866次迭代：f(x_i)=1.157845668103245e-03, x_1=9.659757953765101e-01,x_2=9.330646090287888e-01
第1867次迭代：f(x_i)=1.155629982945795e-03, x_1=9.660603706023577e-01,x_2=9.330794677224414e-01
第1868次迭代：f(x_i)=1.153417530326055e-03, x_1=9.660409137731645e-01,x_2=9.331905506833413e-01
第1869次迭代：f(x_i)=1.151210149892502e-03, x_1=9.661253550553041e-01,x_2=9.332053654869539e-01
第1870次迭代：f(x_i)=1.149007600776623e-03, x_1=9.661059020088945e-01,x_2=9.333161479379841e-01
第1871次迭代：f(x_i)=1.146809749592335e-03, x_1=9.661901445749461e-01,x_2=9.333309526061481e-01
第1872次迭代：f(x_i)=1.144615795785092e-03, x_1=9.661707416085613e-01,x_2=9.334415090952518e-01
第1873次迭代：f(x_i)=1.142426899240354e-03, x_1=9.662548134135164e-01,x_2=9.334562894208076e-01
第1874次迭代：f(x_i)=1.140242032745421e-03, x_1=9.662354330147321e-01,x_2=9.335666345874536e-01
第1875次迭代：f(x_i)=1.138061524780420e-03, x_1=9.663193617826851e-01,x_2=9.335813764848040e-01
第1876次迭代：f(x_i)=1.135886229986634e-03, x_1=9.662999884408613e-01,x_2=9.336914578315224e-01
第1877次迭代：f(x_i)=1.133714663345657e-03, x_1=9.663837438668822e-01,x_2=9.337061772230569e-01
第1878次迭代：f(x_i)=1.131548305978593e-03, x_1=9.663644152411635e-01,x_2=9.338159400890564e-01
第1879次迭代：f(x_i)=1.129386881600440e-03, x_1=9.664479329491663e-01,x_2=9.338306705097073e-01
第1880次迭代：f(x_i)=1.127228177702888e-03, x_1=9.664286646265986e-01,x_2=9.339403616586515e-01
第1881次迭代：f(x_i)=1.125073476968850e-03, x_1=9.665121214914298e-01,x_2=9.339550119057397e-01
第1882次迭代：f(x_i)=1.122925764351652e-03, x_1=9.664928285977504e-01,x_2=9.340642030081904e-01
第1883次迭代：f(x_i)=1.120782951918589e-03, x_1=9.665760886168564e-01,x_2=9.340789381381347e-01
第1884次迭代：f(x_i)=1.118646025120606e-03, x_1=9.665567663380104e-01,x_2=9.341876940281701e-01
第1885次迭代：f(x_i)=1.116514057463567e-03, x_1=9.666397443284622e-01,x_2=9.342024637752758e-01
第1886次迭代：f(x_i)=1.114383794331507e-03, x_1=9.666205092649802e-01,x_2=9.343112325059327e-01
第1887次迭代：f(x_i)=1.112257572208475e-03, x_1=9.667033383335195e-01,x_2=9.343258741871936e-01
第1888次迭代：f(x_i)=1.110134013036674e-03, x_1=9.666842057205465e-01,x_2=9.344345512419320e-01
第1889次迭代：f(x_i)=1.108015186387553e-03, x_1=9.667669329050353e-01,x_2=9.344491349649486e-01
第1890次迭代：f(x_i)=1.105901631567807e-03, x_1=9.667477877033583e-01,x_2=9.345574662038307e-01
第1891次迭代：f(x_i)=1.103792482997574e-03, x_1=9.668302907334528e-01,x_2=9.345720554130549e-01
第1892次迭代：f(x_i)=1.101686570456105e-03, x_1=9.668111948024853e-01,x_2=9.346803226470021e-01
第1893次迭代：f(x_i)=1.099583760433026e-03, x_1=9.668936490879165e-01,x_2=9.346948269298702e-01
第1894次迭代：f(x_i)=1.097488743929469e-03, x_1=9.668745372664761e-01,x_2=9.348025002524482e-01
第1895次迭代：f(x_i)=1.095399034066381e-03, x_1=9.669567156766466e-01,x_2=9.348171306131182e-01
第1896次迭代：f(x_i)=1.093312980659801e-03, x_1=9.669376082015867e-01,x_2=9.349246083903692e-01
第1897次迭代：f(x_i)=1.091230911153348e-03, x_1=9.670196652355711e-01,x_2=9.349391917965607e-01
第1898次迭代：f(x_i)=1.089154260094247e-03, x_1=9.670005665318843e-01,x_2=9.350463177244666e-01
第1899次迭代：f(x_i)=1.087082055854154e-03, x_1=9.670823806929641e-01,x_2=9.350609171995983e-01
第1900次迭代：f(x_i)=1.085012505095873e-03, x_1=9.670633520678837e-01,x_2=9.351679691245249e-01
第1901次迭代：f(x_i)=1.082946919194608e-03, x_1=9.671450970183583e-01,x_2=9.351824951785731e-01
第1902次迭代：f(x_i)=1.080887639133825e-03, x_1=9.671260443039930e-01,x_2=9.352891191044593e-01
第1903次迭代：f(x_i)=1.078832555048906e-03, x_1=9.672075082580210e-01,x_2=9.353036814015797e-01
第1904次迭代：f(x_i)=1.076779587551085e-03, x_1=9.671885460655040e-01,x_2=9.354103156503188e-01
第1905次迭代：f(x_i)=1.074730119587233e-03, x_1=9.672698591126846e-01,x_2=9.354247547566207e-01
第1906次迭代：f(x_i)=1.072683498838223e-03, x_1=9.672510025267542e-01,x_2=9.355312973365236e-01
第1907次迭代：f(x_i)=1.070641227412349e-03, x_1=9.673322110922642e-01,x_2=9.355456820273131e-01
第1908次迭代：f(x_i)=1.068604116423491e-03, x_1=9.673133476981369e-01,x_2=9.356518832791406e-01
第1909次迭代：f(x_i)=1.066571247619122e-03, x_1=9.673943309192053e-01,x_2=9.356662762280529e-01
第1910次迭代：f(x_i)=1.064541364671425e-03, x_1=9.673755219621427e-01,x_2=9.357724124200673e-01
第1911次迭代：f(x_i)=1.062514696860489e-03, x_1=9.674564518146564e-01,x_2=9.357867250348265e-01
第1912次迭代：f(x_i)=1.060495163100941e-03, x_1=9.674376155518697e-01,x_2=9.358923795684355e-01
第1913次迭代：f(x_i)=1.058479565073977e-03, x_1=9.675183579090102e-01,x_2=9.359067731031959e-01
第1914次迭代：f(x_i)=1.056470134211854e-03, x_1=9.674994925991227e-01,x_2=9.360120070078958e-01
第1915次迭代：f(x_i)=1.054464685652040e-03, x_1=9.675799618041006e-01,x_2=9.360264341435030e-01
第1916次迭代：f(x_i)=1.052461472700356e-03, x_1=9.675611817064595e-01,x_2=9.361316821772901e-01
第1917次迭代：f(x_i)=1.050461398052494e-03, x_1=9.676415073681603e-01,x_2=9.361459848358457e-01
第1918次迭代：f(x_i)=1.048464462145960e-03, x_1=9.676228263924559e-01,x_2=9.362511449826889e-01
第1919次迭代：f(x_i)=1.046471308061210e-03, x_1=9.677030539367478e-01,x_2=9.362653913754374e-01
第1920次迭代：f(x_i)=1.044483711839009e-03, x_1=9.676843617451037e-01,x_2=9.363702178896266e-01
第1921次迭代：f(x_i)=1.042499626584447e-03, x_1=9.677643717658916e-01,x_2=9.363844699102472e-01
第1922次迭代：f(x_i)=1.040519151094200e-03, x_1=9.677457470915366e-01,x_2=9.364891320194965e-01
第1923次迭代：f(x_i)=1.038542642654649e-03, x_1=9.678256199886534e-01,x_2=9.365033483877745e-01
第1924次迭代：f(x_i)=1.036570706165564e-03, x_1=9.678070055377606e-01,x_2=9.366077603479187e-01
第1925次迭代：f(x_i)=1.034602296578160e-03, x_1=9.678867110006513e-01,x_2=9.366219569479171e-01
第1926次迭代：f(x_i)=1.032638305254479e-03, x_1=9.678681261245763e-01,x_2=9.367261670587647e-01
第1927次迭代：f(x_i)=1.030677518083942e-03, x_1=9.679476889419726e-01,x_2=9.367403313262798e-01
第1928次迭代：f(x_i)=1.028721875219404e-03, x_1=9.679291273661031e-01,x_2=9.368442510717694e-01
第1929次迭代：f(x_i)=1.026769826951565e-03, x_1=9.680084840517698e-01,x_2=9.368584160127641e-01
第1930次迭代：f(x_i)=1.024821346958277e-03, x_1=9.679899734007128e-01,x_2=9.369622159632335e-01
第1931次迭代：f(x_i)=1.022875982457167e-03, x_1=9.680692365756233e-01,x_2=9.369763236742215e-01
第1932次迭代：f(x_i)=1.020936645174852e-03, x_1=9.680507304560934e-01,x_2=9.370796937092083e-01
第1933次迭代：f(x_i)=1.019001656598180e-03, x_1=9.681298220334252e-01,x_2=9.370938746816291e-01
第1934次迭代：f(x_i)=1.017072175116585e-03, x_1=9.681112771496745e-01,x_2=9.371968385960543e-01
第1935次迭代：f(x_i)=1.015146721606462e-03, x_1=9.681901112919491e-01,x_2=9.372110473551166e-01
第1936次迭代：f(x_i)=1.013223354233771e-03, x_1=9.681716583984974e-01,x_2=9.373139307575143e-01
第1937次迭代：f(x_i)=1.011304419538349e-03, x_1=9.682504037445222e-01,x_2=9.373280804957372e-01
第1938次迭代：f(x_i)=1.009390115212587e-03, x_1=9.682319341156240e-01,x_2=9.374306394408120e-01
第1939次迭代：f(x_i)=1.007479793371729e-03, x_1=9.683104706518241e-01,x_2=9.374447923244680e-01
第1940次迭代：f(x_i)=1.005572387281876e-03, x_1=9.682920452760603e-01,x_2=9.375472955497279e-01
第1941次迭代：f(x_i)=1.003667693195661e-03, x_1=9.683704123502634e-01,x_2=9.375613422501136e-01
第1942次迭代：f(x_i)=1.001765712204719e-03, x_1=9.683520953656011e-01,x_2=9.376638467872095e-01
第1943次迭代：f(x_i)=9.998665482000664e-04, x_1=9.684304256234192e-01,x_2=9.376778083926604e-01
第1944次迭代：f(x_i)=9.979744418120654e-04, x_1=9.684120877765355e-01,x_2=9.377797528963508e-01
第1945次迭代：f(x_i)=9.960869343311326e-04, x_1=9.684901604850150e-01,x_2=9.377938324306767e-01
第1946次迭代：f(x_i)=9.942028688349584e-04, x_1=9.684718258040372e-01,x_2=9.378955940417385e-01
第1947次迭代：f(x_i)=9.923221884422582e-04, x_1=9.685497851501540e-01,x_2=9.379096283813044e-01
第1948次迭代：f(x_i)=9.904465316169576e-04, x_1=9.685314596756043e-01,x_2=9.380110574581721e-01
第1949次迭代：f(x_i)=9.885747089322132e-04, x_1=9.686091877335079e-01,x_2=9.380251076680637e-01
第1950次迭代：f(x_i)=9.867053633706773e-04, x_1=9.685909312738745e-01,x_2=9.381264677940939e-01
第1951次迭代：f(x_i)=9.848395033174792e-04, x_1=9.686685927803239e-01,x_2=9.381404491146824e-01
第1952次迭代：f(x_i)=9.829792957900393e-04, x_1=9.686503172501816e-01,x_2=9.382414029232927e-01
第1953次迭代：f(x_i)=9.811229166862756e-04, x_1=9.687277080900635e-01,x_2=9.382554208722349e-01
第1954次迭代：f(x_i)=9.792682627470818e-04, x_1=9.687095239113319e-01,x_2=9.383563842152085e-01
第1955次迭代：f(x_i)=9.774169991646642e-04, x_1=9.687867678815328e-01,x_2=9.383702871191830e-01
第1956次迭代：f(x_i)=9.755679531065584e-04, x_1=9.687686880808781e-01,x_2=9.384711646462066e-01
第1957次迭代：f(x_i)=9.737231871624534e-04, x_1=9.688458309225932e-01,x_2=9.384850172285218e-01
第1958次迭代：f(x_i)=9.718825845722907e-04, x_1=9.688277494032741e-01,x_2=9.385855694130668e-01
第1959次迭代：f(x_i)=9.700463402555200e-04, x_1=9.689046731679770e-01,x_2=9.385994327298276e-01
第1960次迭代：f(x_i)=9.682120863687565e-04, x_1=9.688866500780386e-01,x_2=9.386999229493426e-01
第1961次迭代：f(x_i)=9.663814971731097e-04, x_1=9.689635185895924e-01,x_2=9.387137127352354e-01
第1962次迭代：f(x_i)=9.645563953110087e-04, x_1=9.689454661479654e-01,x_2=9.388138046180909e-01
第1963次迭代：f(x_i)=9.627349456304673e-04, x_1=9.690220765629363e-01,x_2=9.388276257008757e-01
第1964次迭代：f(x_i)=9.609154463979669e-04, x_1=9.690041047782683e-01,x_2=9.389277330197615e-01
第1965次迭代：f(x_i)=9.590988265323824e-04, x_1=9.690807052625827e-01,x_2=9.389414576509603e-01
第1966次迭代：f(x_i)=9.572891674864630e-04, x_1=9.690626882440672e-01,x_2=9.390410318603821e-01
第1967次迭代：f(x_i)=9.554832284053842e-04, x_1=9.691390622119378e-01,x_2=9.390548589537115e-01
第1968次迭代：f(x_i)=9.536816384957746e-04, x_1=9.691210534763790e-01,x_2=9.391541072455104e-01
第1969次迭代：f(x_i)=9.518841839664125e-04, x_1=9.691972007055185e-01,x_2=9.391679500659327e-01
第1970次迭代：f(x_i)=9.500886184732122e-04, x_1=9.691792601803402e-01,x_2=9.392671327415703e-01
第1971次迭代：f(x_i)=9.482968626287640e-04, x_1=9.692553431822700e-01,x_2=9.392809077224376e-01
第1972次迭代：f(x_i)=9.465100472827290e-04, x_1=9.692373844075328e-01,x_2=9.393796912501896e-01
第1973次迭代：f(x_i)=9.447273976093267e-04, x_1=9.693132005615350e-01,x_2=9.393935030685543e-01
第1974次迭代：f(x_i)=9.429458557769763e-04, x_1=9.692953332552909e-01,x_2=9.394922974907309e-01
第1975次迭代：f(x_i)=9.411681138383498e-04, x_1=9.693710054801008e-01,x_2=9.395059966591761e-01
第1976次迭代：f(x_i)=9.393919328923665e-04, x_1=9.693532235971718e-01,x_2=9.396048029157779e-01
第1977次迭代：f(x_i)=9.376190052491287e-04, x_1=9.694288799025879e-01,x_2=9.396184100594358e-01
第1978次迭代：f(x_i)=9.358523007836022e-04, x_1=9.694110601525985e-01,x_2=9.397166866645359e-01
第1979次迭代：f(x_i)=9.340898922421364e-04, x_1=9.694864857755985e-01,x_2=9.397303987024783e-01
第1980次迭代：f(x_i)=9.323309197960521e-04, x_1=9.694686707562105e-01,x_2=9.398284116803917e-01
第1981次迭代：f(x_i)=9.305760012646914e-04, x_1=9.695439188292940e-01,x_2=9.398421153863630e-01
第1982次迭代：f(x_i)=9.288236699844500e-04, x_1=9.695261364112409e-01,x_2=9.399400258890235e-01
第1983次迭代：f(x_i)=9.270744386842806e-04, x_1=9.696013132275833e-01,x_2=9.399536666982765e-01
第1984次迭代：f(x_i)=9.253304884944688e-04, x_1=9.695835210602742e-01,x_2=9.400511802450822e-01
第1985次迭代：f(x_i)=9.235902555808000e-04, x_1=9.696584268378270e-01,x_2=9.400648613301894e-01
第1986次迭代：f(x_i)=9.218513137148585e-04, x_1=9.696407329798116e-01,x_2=9.401623810019023e-01
第1987次迭代：f(x_i)=9.201160063449413e-04, x_1=9.697154882219292e-01,x_2=9.401759551405927e-01
第1988次迭代：f(x_i)=9.183821440594503e-04, x_1=9.696978869368240e-01,x_2=9.402734841569134e-01
第1989次迭代：f(x_i)=9.166516453162531e-04, x_1=9.697726196928026e-01,x_2=9.402869709714539e-01
第1990次迭代：f(x_i)=9.149268935816133e-04, x_1=9.697549776074772e-01,x_2=9.403840331755702e-01
第1991次迭代：f(x_i)=9.132059018212675e-04, x_1=9.698295272373032e-01,x_2=9.403976006583492e-01
第1992次迭代：f(x_i)=9.114894111899887e-04, x_1=9.698118568206204e-01,x_2=9.404943654561695e-01
第1993次迭代：f(x_i)=9.097758628221535e-04, x_1=9.698862224948689e-01,x_2=9.405079291887891e-01
第1994次迭代：f(x_i)=9.080656938864370e-04, x_1=9.698686105942600e-01,x_2=9.406044934557367e-01
第1995次迭代：f(x_i)=9.063592080294719e-04, x_1=9.699428138032590e-01,x_2=9.406180425770631e-01
第1996次迭代：f(x_i)=9.046556803429114e-04, x_1=9.699252392922463e-01,x_2=9.407144175394571e-01
第1997次迭代：f(x_i)=9.029558821493464e-04, x_1=9.699993013360610e-01,x_2=9.407279412877076e-01
第1998次迭代：f(x_i)=9.012593107931134e-04, x_1=9.699817432615049e-01,x_2=9.408241380799705e-01
第1999次迭代：f(x_i)=8.995658305694711e-04, x_1=9.700556852758309e-01,x_2=9.408376257793651e-01
第2000次迭代：f(x_i)=8.978765254829027e-04, x_1=9.700381512042869e-01,x_2=9.409335003221035e-01
第2001次迭代：f(x_i)=8.961912222534530e-04, x_1=9.701118581059140e-01,x_2=9.409470114621473e-01
第2002次迭代：f(x_i)=8.945072614965756e-04, x_1=9.700943895616729e-01,x_2=9.410429095116898e-01
第2003次迭代：f(x_i)=8.928261932930371e-04, x_1=9.701679805198045e-01,x_2=9.410562988983703e-01
第2004次迭代：f(x_i)=8.911476670003714e-04, x_1=9.701505882628033e-01,x_2=9.411521281796590e-01
第2005次迭代：f(x_i)=8.894720810396998e-04, x_1=9.702241065134551e-01,x_2=9.411654578294373e-01
